dataset,algorithm,platformId,runId,CpuUsage,node,time,phase
DGS,DT-maxDepth-15-maxBins-32,2,0,0.004878048780487809,3,04/20/21 13 2021 16:13:36. 448,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.3121951219512196,3,04/20/21 13 2021 16:13:37. 471,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.004830917874396158,3,04/20/21 13 2021 16:13:38. 509,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.4072289156626506,3,04/20/21 13 2021 16:13:39. 534,train
DGS,DT-maxDepth-15-maxBins-32,2,0,0.2621359223300971,3,04/20/21 13 2021 16:13:40. 550,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5330073349633252,0,04/20/21 14 2021 16:14:02. 382,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.31353919239905,0,04/20/21 14 2021 16:14:03. 396,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.47073170731707314,0,04/20/21 14 2021 16:14:04. 414,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.30097087378640774,0,04/20/21 14 2021 16:14:05. 432,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5208333333333333,0,04/20/21 14 2021 16:14:06. 496,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5330073349633252,1,04/20/21 14 2021 16:14:02. 382,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.31353919239905,1,04/20/21 14 2021 16:14:03. 396,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.47073170731707314,1,04/20/21 14 2021 16:14:04. 414,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.30097087378640774,1,04/20/21 14 2021 16:14:05. 432,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5208333333333333,1,04/20/21 14 2021 16:14:06. 496,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.1470588235294118,1,04/20/21 14 2021 16:14:02. 174,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.27872860635696817,1,04/20/21 14 2021 16:14:03. 196,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.009803921568627416,1,04/20/21 14 2021 16:14:04. 215,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.23227383863080692,1,04/20/21 14 2021 16:14:05. 240,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.261501210653753,1,04/20/21 14 2021 16:14:06. 266,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5330073349633252,2,04/20/21 14 2021 16:14:02. 382,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.31353919239905,2,04/20/21 14 2021 16:14:03. 396,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.47073170731707314,2,04/20/21 14 2021 16:14:04. 414,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.30097087378640774,2,04/20/21 14 2021 16:14:05. 432,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5208333333333333,2,04/20/21 14 2021 16:14:06. 496,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.1470588235294118,2,04/20/21 14 2021 16:14:02. 174,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.27872860635696817,2,04/20/21 14 2021 16:14:03. 196,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.009803921568627416,2,04/20/21 14 2021 16:14:04. 215,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.23227383863080692,2,04/20/21 14 2021 16:14:05. 240,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.261501210653753,2,04/20/21 14 2021 16:14:06. 266,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.004878048780487809,2,04/20/21 14 2021 16:14:02. 545,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.20049504950495048,2,04/20/21 14 2021 16:14:03. 561,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.3783783783783785,2,04/20/21 14 2021 16:14:04. 574,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.3044554455445545,2,04/20/21 14 2021 16:14:05. 587,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.2560386473429952,2,04/20/21 14 2021 16:14:06. 606,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5330073349633252,3,04/20/21 14 2021 16:14:02. 382,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.31353919239905,3,04/20/21 14 2021 16:14:03. 396,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.47073170731707314,3,04/20/21 14 2021 16:14:04. 414,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.30097087378640774,3,04/20/21 14 2021 16:14:05. 432,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.5208333333333333,3,04/20/21 14 2021 16:14:06. 496,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.1470588235294118,3,04/20/21 14 2021 16:14:02. 174,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.27872860635696817,3,04/20/21 14 2021 16:14:03. 196,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.009803921568627416,3,04/20/21 14 2021 16:14:04. 215,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.23227383863080692,3,04/20/21 14 2021 16:14:05. 240,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.261501210653753,3,04/20/21 14 2021 16:14:06. 266,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.004878048780487809,3,04/20/21 14 2021 16:14:02. 545,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.20049504950495048,3,04/20/21 14 2021 16:14:03. 561,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.3783783783783785,3,04/20/21 14 2021 16:14:04. 574,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.3044554455445545,3,04/20/21 14 2021 16:14:05. 587,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.2560386473429952,3,04/20/21 14 2021 16:14:06. 606,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.0884520884520884,3,04/20/21 14 2021 16:14:02. 215,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.3243902439024389,3,04/20/21 14 2021 16:14:03. 243,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.41545893719806753,3,04/20/21 14 2021 16:14:04. 258,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.30622009569377995,3,04/20/21 14 2021 16:14:05. 292,train
DGS,DT-maxDepth-15-maxBins-32,2,1,0.3269689737470167,3,04/20/21 14 2021 16:14:06. 337,train
