dataset,algorithm,platformId,runId,Energy,phase,acronym,hp1,val1,hp2,val2
DHG,KM-tol-0.1-maxIter-10,2,2,649.955,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,3,0,637.115,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,3,1,613.78,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,3,2,602.485,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,4,0,450.23,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,4,1,459.77,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,4,2,506.265,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,5,0,576.775,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,5,1,575.095,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,5,2,595.72,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,6,0,609.5799999999998,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,6,1,624.56,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,6,2,575.1800000000002,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,7,0,487.98,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,7,1,539.4549999999998,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,7,2,517.625,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,8,0,611.74,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,8,1,615.6700000000002,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,8,2,618.685,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,9,0,992.06,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,9,1,907.925,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-10,9,2,957.265,test,KM,tol,0.1,maxIter,10
DHG,KM-tol-0.1-maxIter-100,1,0,10252.59,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,1,1,10358.29,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,1,2,10406.47,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,2,0,7685.85,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,2,1,7618.309999999998,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,2,2,7640.42,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,3,0,7214.450000000002,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,3,1,7292.5,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,3,2,7282.1500000000015,train,KM,tol,0.1,maxIter,100
DHG,KM-tol-0.1-maxIter-100,4,0,8181.43,train,KM,tol,0.1,maxIter,100
